ask,a0,a1,a2,a3,a4,a5,a6,a7,a8,a9,bid,b0,b1,b2,b3,b4,b5,b6,b7,b8,b9,ask_pade,bid_pade
49054.98144,49055.65,49053.88,49049.80088,49049.80088,49055.99454,49055.99454,49061.46979,49059.82831,49059.82831,49046.85172,48766.99,48762.48744,48749.75386,48756.0,48756.82,48758.4,48763.52,48761.75401,48762.98,48763.15,48748.72474,-41.2151525729436,81.67450719900854,
49059.34041,49053.88,49049.80088,49049.80088,49055.99454,49055.99454,49061.46979,49059.82831,49059.82831,49046.85172,49041.87,48766.89,48749.75386,48756.0,48756.82,48758.4,48763.52,48761.75401,48762.98,48763.15,48748.72474,48748.72474,-124.48182474006475,-4.405248175662942,
49059.34041,49049.80088,49049.80088,49055.99454,49055.99454,49061.46979,49059.82831,49059.82831,49046.85172,49041.87,49036.64,48765.61,48756.0,48756.82,48758.4,48763.52,48761.75401,48762.98,48763.15,48748.72474,48748.72474,48745.9292,-73.12796139607092,61.13856127574926,
49058.53294,49049.80088,49055.99454,49055.99454,49061.46979,49059.82831,49059.82831,49046.85172,49041.87,49036.64,49036.61,48766.41,48756.82,48758.4,48763.52,48761.75401,48762.98,48763.15,48748.72474,48748.72474,48745.9292,48746.61137,-81.28387324467423,-54.09363256155976,
49057.12,49055.99454,49055.99454,49061.46979,49059.82831,49059.82831,49046.85172,49041.87,49036.64,49036.61,49036.92,48764.72,48758.4,48763.52,48761.75401,48762.98,48763.15,48748.72474,48748.72474,48745.9292,48746.61137,48746.61137,-76.00677317212381,138.17065620137666,
49056.11112,49055.99454,49061.46979,49059.82831,49059.82831,49046.85172,49041.87,49036.64,49036.61,49036.92,49037.18,48762.59,48763.52,48761.75401,48762.98,48763.15,48748.72474,48748.72474,48745.9292,48746.61137,48746.61137,48747.21572,-79.67475840253829,110.21614045293387,
49056.11112,49061.46979,49059.82831,49059.82831,49046.85172,49041.87,49036.64,49036.61,49036.92,49037.18,49037.12,48762.18,48761.75401,48762.98,48763.15,48748.72474,48748.72474,48745.9292,48746.61137,48746.61137,48747.21572,48747.21572,-36.110906020059154,74.59187127583593,
49055.88247,49059.82831,49059.82831,49046.85172,49041.87,49036.64,49036.61,49036.92,49037.18,49037.12,49038.25,48761.46,48762.98,48763.15,48748.72474,48748.72474,48745.9292,48746.61137,48746.61137,48747.21572,48747.21572,48748.36177,-128.26776735569166,81.31470649868827,
49057.62,49059.82831,49046.85172,49041.87,49036.64,49036.61,49036.92,49037.18,49037.12,49038.25,49037.86,48760.64306,48763.15,48748.72474,48748.72474,48745.9292,48746.61137,48746.61137,48747.21572,48747.21572,48748.36177,48748.36177,48.251447449848456,82.0044621995341,
49057.64,49046.85172,49041.87,49036.64,49036.61,49036.92,49037.18,49037.12,49038.25,49037.86,49033.85,48761.24,48748.72474,48748.72474,48745.9292,48746.61137,48746.61137,48747.21572,48747.21572,48748.36177,48748.36177,48741.58,-1177.9233642900463,-1012.4463211702636,
49056.3,49041.87,49036.64,49036.61,49036.92,49037.18,49037.12,49038.25,49037.86,49033.85,49028.97,48760.43,48748.72474,48745.9292,48746.61137,48746.61137,48747.21572,48747.21572,48748.36177,48748.36177,48741.58,48737.84767,983.6384117739362,442.1966522300121,
49056.69013,49036.64,49036.61,49036.92,49037.18,49037.12,49038.25,49037.86,49033.85,49028.97,49043.96,48758.59,48745.9292,48746.61137,48746.61137,48747.21572,48747.21572,48748.36177,48748.36177,48741.58,48737.84767,48754.04,772.0555557539947,647.0695896151295,
49057.21,49036.61,49036.92,49037.18,49037.12,49038.25,49037.86,49033.85,49028.97,49043.96,49049.21,48760.44841,48746.61137,48746.61137,48747.21572,48747.21572,48748.36177,48748.36177,48741.58,48737.84767,48754.04,48762.02,-464.44336862274116,47.14087610385063,
49056.9,49036.92,49037.18,49037.12,49038.25,49037.86,49033.85,49028.97,49043.96,49049.21,49050.43,48759.90342,48746.61137,48747.21572,48747.21572,48748.36177,48748.36177,48741.58,48737.84767,48754.04,48762.02,48763.91,-9.08751793820209,-100.17642077546857,
49058.16846,49037.18,49037.12,49038.25,49037.86,49033.85,49028.97,49043.96,49049.21,49050.43,49050.72,48759.90342,48747.21572,48747.21572,48748.36177,48748.36177,48741.58,48737.84767,48754.04,48762.02,48763.91,48764.1,27.406970421972797,145.6694509972679,
49058.16846,49037.12,49038.25,49037.86,49033.85,49028.97,49043.96,49049.21,49050.43,49050.72,49050.66,48761.63007,48747.21572,48748.36177,48748.36177,48741.58,48737.84767,48754.04,48762.02,48763.91,48764.1,48762.45,-51.6665710755148,249.1873743169485,
49059.89926,49038.25,49037.86,49033.85,49028.97,49043.96,49049.21,49050.43,49050.72,49050.66,49051.49,48761.63007,48748.36177,48748.36177,48741.58,48737.84767,48754.04,48762.02,48763.91,48764.1,48762.45,48761.44,-275.750146161083,-641.158675289728,
49060.58857,49037.86,49033.85,49028.97,49043.96,49049.21,49050.43,49050.72,49050.66,49051.49,49051.86,48762.34668,48748.36177,48741.58,48737.84767,48754.04,48762.02,48763.91,48764.1,48762.45,48761.44,48762.62,-93.55775877249768,-235.65235943744042,
49060.58857,49033.85,49028.97,49043.96,49049.21,49050.43,49050.72,49050.66,49051.49,49051.86,49051.95,48762.3469,48741.58,48737.84767,48754.04,48762.02,48763.91,48764.1,48762.45,48761.44,48762.62,48761.91,-383.94938637202944,137.29403265037593,
49060.58145,49028.97,49043.96,49049.21,49050.43,49050.72,49050.66,49051.49,49051.86,49051.95,49052.92,48773.55,48737.84767,48754.04,48762.02,48763.91,48764.1,48762.45,48761.44,48762.62,48761.91,48761.92,-41.51361716718015,-28.250833366475412,
49063.95,49043.96,49049.21,49050.43,49050.72,49050.66,49051.49,49051.86,49051.95,49052.92,49054.98144,48765.5,48754.04,48762.02,48763.91,48764.1,48762.45,48761.44,48762.62,48761.91,48761.92,48766.99,179.7577013149524,-2.867295987044096,
49061.1,49049.21,49050.43,49050.72,49050.66,49051.49,49051.86,49051.95,49052.92,49054.98144,49059.34041,48765.84038,48762.02,48763.91,48764.1,48762.45,48761.44,48762.62,48761.91,48761.92,48766.99,48766.89,-80.16340327274624,327.80947334485563,
49059.17,49050.43,49050.72,49050.66,49051.49,49051.86,49051.95,49052.92,49054.98144,49059.34041,49059.34041,48759.31,48763.91,48764.1,48762.45,48761.44,48762.62,48761.91,48761.92,48766.99,48766.89,48765.61,380.06883659947067,61.05957244181688,
49061.44,49050.72,49050.66,49051.49,49051.86,49051.95,49052.92,49054.98144,49059.34041,49059.34041,49058.53294,48762.81184,48764.1,48762.45,48761.44,48762.62,48761.91,48761.92,48766.99,48766.89,48765.61,48766.41,26.288350577946183,514.1640651363964,
49061.16,49050.66,49051.49,49051.86,49051.95,49052.92,49054.98144,49059.34041,49059.34041,49058.53294,49057.12,48765.68247,48762.45,48761.44,48762.62,48761.91,48761.92,48766.99,48766.89,48765.61,48766.41,48764.72,35.66452544859907,-3.6437610838094177,
49061.27,49051.49,49051.86,49051.95,49052.92,49054.98144,49059.34041,49059.34041,49058.53294,49057.12,49056.11112,48765.68247,48761.44,48762.62,48761.91,48761.92,48766.99,48766.89,48765.61,48766.41,48764.72,48762.59,-131.41210002651343,-25.49783083315839,
49064.6,49051.86,49051.95,49052.92,49054.98144,49059.34041,49059.34041,49058.53294,49057.12,49056.11112,49056.11112,48772.29,48762.62,48761.91,48761.92,48766.99,48766.89,48765.61,48766.41,48764.72,48762.59,48762.18,44.534689500964625,132.9608121785979,
49064.73,49051.95,49052.92,49054.98144,49059.34041,49059.34041,49058.53294,49057.12,49056.11112,49056.11112,49055.88247,48772.11,48761.91,48761.92,48766.99,48766.89,48765.61,48766.41,48764.72,48762.59,48762.18,48761.46,-45.86603161593532,-187.38604441196694,
49064.24,49052.92,49054.98144,49059.34041,49059.34041,49058.53294,49057.12,49056.11112,49056.11112,49055.88247,49057.62,48769.79,48761.92,48766.99,48766.89,48765.61,48766.41,48764.72,48762.59,48762.18,48761.46,48760.64306,-64.0459687588466,-35.05623924780496,
49066.77874,49054.98144,49059.34041,49059.34041,49058.53294,49057.12,49056.11112,49056.11112,49055.88247,49057.62,49057.64,48769.84,48766.99,48766.89,48765.61,48766.41,48764.72,48762.59,48762.18,48761.46,48760.64306,48761.24,57.63644151746194,137.7985024989107,
49066.77874,49059.34041,49059.34041,49058.53294,49057.12,49056.11112,49056.11112,49055.88247,49057.62,49057.64,49056.3,48772.51,48766.89,48765.61,48766.41,48764.72,48762.59,48762.18,48761.46,48760.64306,48761.24,48760.43,197.92122882353848,128.6193592906789,
49068.25,49059.34041,49058.53294,49057.12,49056.11112,49056.11112,49055.88247,49057.62,49057.64,49056.3,49056.69013,48770.66,48765.61,48766.41,48764.72,48762.59,48762.18,48761.46,48760.64306,48761.24,48760.43,48758.59,343.62341655561664,274.7570288417336,
49065.77524,49058.53294,49057.12,49056.11112,49056.11112,49055.88247,49057.62,49057.64,49056.3,49056.69013,49057.21,48767.72191,48766.41,48764.72,48762.59,48762.18,48761.46,48760.64306,48761.24,48760.43,48758.59,48760.44841,359.207589949996,251.54300017195106,
49065.34,49057.12,49056.11112,49056.11112,49055.88247,49057.62,49057.64,49056.3,49056.69013,49057.21,49056.9,48772.82,48764.72,48762.59,48762.18,48761.46,48760.64306,48761.24,48760.43,48758.59,48760.44841,48759.90342,341.7610503712994,189.64377186550067,
49066.82,49056.11112,49056.11112,49055.88247,49057.62,49057.64,49056.3,49056.69013,49057.21,49056.9,49058.16846,48775.67,48762.59,48762.18,48761.46,48760.64306,48761.24,48760.43,48758.59,48760.44841,48759.90342,48759.90342,241.8796281254216,107.96494529816894,
49066.64,49056.11112,49055.88247,49057.62,49057.64,49056.3,49056.69013,49057.21,49056.9,49058.16846,49058.16846,48773.5,48762.18,48761.46,48760.64306,48761.24,48760.43,48758.59,48760.44841,48759.90342,48759.90342,48761.63007,429.69778725613514,438.1094127684194,
49067.39,49055.88247,49057.62,49057.64,49056.3,49056.69013,49057.21,49056.9,49058.16846,49058.16846,49059.89926,48769.33207,48761.46,48760.64306,48761.24,48760.43,48758.59,48760.44841,48759.90342,48759.90342,48761.63007,48761.63007,812.108823631308,606.0076951837506,
49066.31,49057.62,49057.64,49056.3,49056.69013,49057.21,49056.9,49058.16846,49058.16846,49059.89926,49060.58857,48768.52,48760.64306,48761.24,48760.43,48758.59,48760.44841,48759.90342,48759.90342,48761.63007,48761.63007,48762.34668,75.81540727851561,-15.26357716054153,
49066.33271,49057.64,49056.3,49056.69013,49057.21,49056.9,49058.16846,49058.16846,49059.89926,49060.58857,49060.58857,48768.66825,48761.24,48760.43,48758.59,48760.44841,48759.90342,48759.90342,48761.63007,48761.63007,48762.34668,48762.3469,541.9183801731124,561.8334698201514,
49062.16,49056.3,49056.69013,49057.21,49056.9,49058.16846,49058.16846,49059.89926,49060.58857,49060.58857,49060.58145,48767.74,48760.43,48758.59,48760.44841,48759.90342,48759.90342,48761.63007,48761.63007,48762.34668,48762.3469,48773.55,784.4752619271959,401.4360483431608,
49061.73,49056.69013,49057.21,49056.9,49058.16846,49058.16846,49059.89926,49060.58857,49060.58857,49060.58145,49063.95,48767.87585,48758.59,48760.44841,48759.90342,48759.90342,48761.63007,48761.63007,48762.34668,48762.3469,48773.55,48765.5,255.8411514070282,278.340324036118,
49062.01,49057.21,49056.9,49058.16846,49058.16846,49059.89926,49060.58857,49060.58857,49060.58145,49063.95,49061.1,48767.87585,48760.44841,48759.90342,48759.90342,48761.63007,48761.63007,48762.34668,48762.3469,48773.55,48765.5,48765.84038,170.8073065618252,-80.9985774605778,
49062.38,49056.9,49058.16846,49058.16846,49059.89926,49060.58857,49060.58857,49060.58145,49063.95,49061.1,49059.17,48767.87639,48759.90342,48759.90342,48761.63007,48761.63007,48762.34668,48762.3469,48773.55,48765.5,48765.84038,48759.31,231.78261309399048,116.14368600985895,
49062.22,49058.16846,49058.16846,49059.89926,49060.58857,49060.58857,49060.58145,49063.95,49061.1,49059.17,49061.44,48771.98,48759.90342,48761.63007,48761.63007,48762.34668,48762.3469,48773.55,48765.5,48765.84038,48759.31,48762.81184,153.8318804291506,-7.049740219178519,
49062.85,49058.16846,49059.89926,49060.58857,49060.58857,49060.58145,49063.95,49061.1,49059.17,49061.44,49061.16,48772.72,48761.63007,48761.63007,48762.34668,48762.3469,48773.55,48765.5,48765.84038,48759.31,48762.81184,48765.68247,190.15201012976024,347.7868130008465,
49053.41,49059.89926,49060.58857,49060.58857,49060.58145,49063.95,49061.1,49059.17,49061.44,49061.16,49061.27,48759.7131,48761.63007,48762.34668,48762.3469,48773.55,48765.5,48765.84038,48759.31,48762.81184,48765.68247,48765.68247,299.337407430616,398.8592525854471,
49054.22,49060.58857,49060.58857,49060.58145,49063.95,49061.1,49059.17,49061.44,49061.16,49061.27,49064.6,48761.35,48762.34668,48762.3469,48773.55,48765.5,48765.84038,48759.31,48762.81184,48765.68247,48765.68247,48772.29,233.62507889943666,-34.15057573078581,
49055.12,49060.58857,49060.58145,49063.95,49061.1,49059.17,49061.44,49061.16,49061.27,49064.6,49064.73,48763.32,48762.3469,48773.55,48765.5,48765.84038,48759.31,48762.81184,48765.68247,48765.68247,48772.29,48772.11,93.10138476443223,195.39035918164836,
49057.14,49060.58145,49063.95,49061.1,49059.17,49061.44,49061.16,49061.27,49064.6,49064.73,49064.24,48761.95,48773.55,48765.5,48765.84038,48759.31,48762.81184,48765.68247,48765.68247,48772.29,48772.11,48769.79,320.28017356096547,256.17250896212545,
49058.26,49063.95,49061.1,49059.17,49061.44,49061.16,49061.27,49064.6,49064.73,49064.24,49066.77874,48762.43,48765.5,48765.84038,48759.31,48762.81184,48765.68247,48765.68247,48772.29,48772.11,48769.79,48769.84,208.83659157353415,81.16767409334945,
49059.45,49061.1,49059.17,49061.44,49061.16,49061.27,49064.6,49064.73,49064.24,49066.77874,49066.77874,48765.78,48765.84038,48759.31,48762.81184,48765.68247,48765.68247,48772.29,48772.11,48769.79,48769.84,48772.51,175.40065484351948,-966.6032872727658,
49060.71,49059.17,49061.44,49061.16,49061.27,49064.6,49064.73,49064.24,49066.77874,49066.77874,49068.25,48766.46,48759.31,48762.81184,48765.68247,48765.68247,48772.29,48772.11,48769.79,48769.84,48772.51,48770.66,62.693019699183886,-2.515247437393208,
49062.03,49061.44,49061.16,49061.27,49064.6,49064.73,49064.24,49066.77874,49066.77874,49068.25,49065.77524,48764.84899,48762.81184,48765.68247,48765.68247,48772.29,48772.11,48769.79,48769.84,48772.51,48770.66,48767.72191,93.16014171949594,180.9879393591956,
49063.42,49061.16,49061.27,49064.6,49064.73,49064.24,49066.77874,49066.77874,49068.25,49065.77524,49065.34,48764.84899,48765.68247,48765.68247,48772.29,48772.11,48769.79,48769.84,48772.51,48770.66,48767.72191,48772.82,237.3292392118279,191.08087921563313,
49063.7142,49061.27,49064.6,49064.73,49064.24,49066.77874,49066.77874,49068.25,49065.77524,49065.34,49066.82,48765.13,48765.68247,48772.29,48772.11,48769.79,48769.84,48772.51,48770.66,48767.72191,48772.82,48775.67,105.63494750470322,125.22417290632919,
49069.74666,49064.6,49064.73,49064.24,49066.77874,49066.77874,49068.25,49065.77524,49065.34,49066.82,49066.64,48773.26,48772.29,48772.11,48769.79,48769.84,48772.51,48770.66,48767.72191,48772.82,48775.67,48773.5,173.35541661394413,9.265427824214962,
49077.07,49064.73,49064.24,49066.77874,49066.77874,49068.25,49065.77524,49065.34,49066.82,49066.64,49067.39,48773.26,48772.11,48769.79,48769.84,48772.51,48770.66,48767.72191,48772.82,48775.67,48773.5,48769.33207,220.0135412999213,117.03745553125776,
49070.54095,49064.24,49066.77874,49066.77874,49068.25,49065.77524,49065.34,49066.82,49066.64,49067.39,49066.31,48772.9,48769.79,48769.84,48772.51,48770.66,48767.72191,48772.82,48775.67,48773.5,48769.33207,48768.52,137.17013703221718,247.93664020909466,
49070.54095,49066.77874,49066.77874,49068.25,49065.77524,49065.34,49066.82,49066.64,49067.39,49066.31,49066.33271,48773.53,48769.84,48772.51,48770.66,48767.72191,48772.82,48775.67,48773.5,48769.33207,48768.52,48768.66825,-295.88609674372293,11.92014743563541,
49078.4,49066.77874,49068.25,49065.77524,49065.34,49066.82,49066.64,49067.39,49066.31,49066.33271,49062.16,48772.86,48772.51,48770.66,48767.72191,48772.82,48775.67,48773.5,48769.33207,48768.52,48768.66825,48767.74,147.99714914426482,171.33473527670284,
49067.98206,49068.25,49065.77524,49065.34,49066.82,49066.64,49067.39,49066.31,49066.33271,49062.16,49061.73,48772.38285,48770.66,48767.72191,48772.82,48775.67,48773.5,48769.33207,48768.52,48768.66825,48767.74,48767.87585,78.28989807022371,201.27768142112114,
49067.98206,49065.77524,49065.34,49066.82,49066.64,49067.39,49066.31,49066.33271,49062.16,49061.73,49062.01,48771.37,48767.72191,48772.82,48775.67,48773.5,48769.33207,48768.52,48768.66825,48767.74,48767.87585,48767.87585,144.93999918895207,72.33854552126836,
49071.04283,49065.34,49066.82,49066.64,49067.39,49066.31,49066.33271,49062.16,49061.73,49062.01,49062.38,48772.46,48772.82,48775.67,48773.5,48769.33207,48768.52,48768.66825,48767.74,48767.87585,48767.87585,48767.87639,61.02679471191001,271.3610211292975,
49097.72185,49066.82,49066.64,49067.39,49066.31,49066.33271,49062.16,49061.73,49062.01,49062.38,49062.22,48802.85,48775.67,48773.5,48769.33207,48768.52,48768.66825,48767.74,48767.87585,48767.87585,48767.87639,48771.98,72.30655246939848,224.77240926348364,
49097.72185,49066.64,49067.39,49066.31,49066.33271,49062.16,49061.73,49062.01,49062.38,49062.22,49062.85,48801.01,48773.5,48769.33207,48768.52,48768.66825,48767.74,48767.87585,48767.87585,48767.87639,48771.98,48772.72,-195.4845356454167,-16.75301490948598,
49110.43864,49067.39,49066.31,49066.33271,49062.16,49061.73,49062.01,49062.38,49062.22,49062.85,49053.41,48814.68864,48769.33207,48768.52,48768.66825,48767.74,48767.87585,48767.87585,48767.87639,48771.98,48772.72,48759.7131,27.272753976801145,31.871356294425393,
49107.37,49066.31,49066.33271,49062.16,49061.73,49062.01,49062.38,49062.22,49062.85,49053.41,49054.22,48814.68864,48768.52,48768.66825,48767.74,48767.87585,48767.87585,48767.87639,48771.98,48772.72,48759.7131,48761.35,-214.0774672297185,234.3388628343606,
49103.81,49066.33271,49062.16,49061.73,49062.01,49062.38,49062.22,49062.85,49053.41,49054.22,49055.12,48808.74658,48768.66825,48767.74,48767.87585,48767.87585,48767.87639,48771.98,48772.72,48759.7131,48761.35,48763.32,16.139922622843912,-177.1992703267901,
49097.81005,49062.16,49061.73,49062.01,49062.38,49062.22,49062.85,49053.41,49054.22,49055.12,49057.14,48808.74658,48767.74,48767.87585,48767.87585,48767.87639,48771.98,48772.72,48759.7131,48761.35,48763.32,48761.95,11.018720409784525,-11.417563979131184,
49107.05,49061.73,49062.01,49062.38,49062.22,49062.85,49053.41,49054.22,49055.12,49057.14,49058.26,48809.86,48767.87585,48767.87585,48767.87639,48771.98,48772.72,48759.7131,48761.35,48763.32,48761.95,48762.43,-230.47289145110676,19.427152512679484,
49109.97549,49062.01,49062.38,49062.22,49062.85,49053.41,49054.22,49055.12,49057.14,49058.26,49059.45,48800.06,48767.87585,48767.87639,48771.98,48772.72,48759.7131,48761.35,48763.32,48761.95,48762.43,48765.78,34.76634778931984,-71.78817798367278,
49108.65,49062.38,49062.22,49062.85,49053.41,49054.22,49055.12,49057.14,49058.26,49059.45,49060.71,48809.35143,48767.87639,48771.98,48772.72,48759.7131,48761.35,48763.32,48761.95,48762.43,48765.78,48766.46,137.07210739217496,242.37798027499656,
49113.53405,49062.22,49062.85,49053.41,49054.22,49055.12,49057.14,49058.26,49059.45,49060.71,49062.03,48810.02,48771.98,48772.72,48759.7131,48761.35,48763.32,48761.95,48762.43,48765.78,48766.46,48764.84899,-16.349543096548647,-40.378980539426415,
49108.84519,49062.85,49053.41,49054.22,49055.12,49057.14,49058.26,49059.45,49060.71,49062.03,49063.42,48810.74,48772.72,48759.7131,48761.35,48763.32,48761.95,48762.43,48765.78,48766.46,48764.84899,48764.84899,225.95636818569335,22.24349414523785,
49108.84519,49053.41,49054.22,49055.12,49057.14,49058.26,49059.45,49060.71,49062.03,49063.42,49063.7142,48812.8175,48759.7131,48761.35,48763.32,48761.95,48762.43,48765.78,48766.46,48764.84899,48764.84899,48765.13,332.43271257380883,392.98504834780516,
49106.28416,49054.22,49055.12,49057.14,49058.26,49059.45,49060.71,49062.03,49063.42,49063.7142,49069.74666,48812.8175,48761.35,48763.32,48761.95,48762.43,48765.78,48766.46,48764.84899,48764.84899,48765.13,48773.26,220.73048287302942,-73.87339878663121,
49106.28416,49055.12,49057.14,49058.26,49059.45,49060.71,49062.03,49063.42,49063.7142,49069.74666,49077.07,48806.8,48763.32,48761.95,48762.43,48765.78,48766.46,48764.84899,48764.84899,48765.13,48773.26,48773.26,-10.236063901573996,-196.4652991338732,
49104.58591,49057.14,49058.26,49059.45,49060.71,49062.03,49063.42,49063.7142,49069.74666,49077.07,49070.54095,48807.37,48761.95,48762.43,48765.78,48766.46,48764.84899,48764.84899,48765.13,48773.26,48773.26,48772.9,100.49089492144775,468.85698331100036,
49099.07,49058.26,49059.45,49060.71,49062.03,49063.42,49063.7142,49069.74666,49077.07,49070.54095,49070.54095,48806.72,48762.43,48765.78,48766.46,48764.84899,48764.84899,48765.13,48773.26,48773.26,48772.9,48773.53,439.9905329665491,230.29557450686954,
49097.48,49059.45,49060.71,49062.03,49063.42,49063.7142,49069.74666,49077.07,49070.54095,49070.54095,49078.4,48806.66,48765.78,48766.46,48764.84899,48764.84899,48765.13,48773.26,48773.26,48772.9,48773.53,48772.86,16.0820761794501,-80.61148252285541,
49085.89,49060.71,49062.03,49063.42,49063.7142,49069.74666,49077.07,49070.54095,49070.54095,49078.4,49067.98206,48796.57753,48766.46,48764.84899,48764.84899,48765.13,48773.26,48773.26,48772.9,48773.53,48772.86,48772.38285,198.10114591436448,-86.35755683198275,
49086.36554,49062.03,49063.42,49063.7142,49069.74666,49077.07,49070.54095,49070.54095,49078.4,49067.98206,49067.98206,48789.35148,48764.84899,48764.84899,48765.13,48773.26,48773.26,48772.9,48773.53,48772.86,48772.38285,48771.37,239.2201084757847,153.0230916819786,
49087.39,49063.42,49063.7142,49069.74666,49077.07,49070.54095,49070.54095,49078.4,49067.98206,49067.98206,49071.04283,48789.35148,48764.84899,48765.13,48773.26,48773.26,48772.9,48773.53,48772.86,48772.38285,48771.37,48772.46,900.4829818850699,1091.1898165284929,
49087.64,49063.7142,49069.74666,49077.07,49070.54095,49070.54095,49078.4,49067.98206,49067.98206,49071.04283,49097.72185,48790.87,48765.13,48773.26,48773.26,48772.9,48773.53,48772.86,48772.38285,48771.37,48772.46,48802.85,403.56189030371826,179.1017630002132,
49087.48,49069.74666,49077.07,49070.54095,49070.54095,49078.4,49067.98206,49067.98206,49071.04283,49097.72185,49097.72185,48792.0042,48773.26,48773.26,48772.9,48773.53,48772.86,48772.38285,48771.37,48772.46,48802.85,48801.01,767.7215771702569,747.8604169721951,
49087.86,49077.07,49070.54095,49070.54095,49078.4,49067.98206,49067.98206,49071.04283,49097.72185,49097.72185,49110.43864,48792.0042,48773.26,48772.9,48773.53,48772.86,48772.38285,48771.37,48772.46,48802.85,48801.01,48814.68864,718.1413040900445,759.1537966422278,
49085.84,49070.54095,49070.54095,49078.4,49067.98206,49067.98206,49071.04283,49097.72185,49097.72185,49110.43864,49107.37,48789.67487,48772.9,48773.53,48772.86,48772.38285,48771.37,48772.46,48802.85,48801.01,48814.68864,48814.68864,516.9360237437465,483.80048713138467,
49085.13,49070.54095,49078.4,49067.98206,49067.98206,49071.04283,49097.72185,49097.72185,49110.43864,49107.37,49103.81,48789.94,48773.53,48772.86,48772.38285,48771.37,48772.46,48802.85,48801.01,48814.68864,48814.68864,48808.74658,425.4402398966731,710.0496309689033,
49070.26,49078.4,49067.98206,49067.98206,49071.04283,49097.72185,49097.72185,49110.43864,49107.37,49103.81,49097.81005,48776.84118,48772.86,48772.38285,48771.37,48772.46,48802.85,48801.01,48814.68864,48814.68864,48808.74658,48808.74658,933.8027047946618,850.4506724364048,
49066.2,49067.98206,49067.98206,49071.04283,49097.72185,49097.72185,49110.43864,49107.37,49103.81,49097.81005,49107.05,48777.5,48772.38285,48771.37,48772.46,48802.85,48801.01,48814.68864,48814.68864,48808.74658,48808.74658,48809.86,811.2058237050425,207.80931647169925,
49066.56895,49067.98206,49071.04283,49097.72185,49097.72185,49110.43864,49107.37,49103.81,49097.81005,49107.05,49109.97549,48767.17299,48771.37,48772.46,48802.85,48801.01,48814.68864,48814.68864,48808.74658,48808.74658,48809.86,48800.06,473.0702111134358,608.4962235434223,
49060.97,49071.04283,49097.72185,49097.72185,49110.43864,49107.37,49103.81,49097.81005,49107.05,49109.97549,49108.65,48764.95,48772.46,48802.85,48801.01,48814.68864,48814.68864,48808.74658,48808.74658,48809.86,48800.06,48809.35143,1263.3259395777202,1283.0899282153423,
49061.9,49097.72185,49097.72185,49110.43864,49107.37,49103.81,49097.81005,49107.05,49109.97549,49108.65,49113.53405,48766.16,48802.85,48801.01,48814.68864,48814.68864,48808.74658,48808.74658,48809.86,48800.06,48809.35143,48810.02,581.8677499075363,513.8507614630297,
49063.7386,49097.72185,49110.43864,49107.37,49103.81,49097.81005,49107.05,49109.97549,49108.65,49113.53405,49108.84519,48775.18,48801.01,48814.68864,48814.68864,48808.74658,48808.74658,48809.86,48800.06,48809.35143,48810.02,48810.74,692.1433615653648,475.1952211349445,
49063.7386,49110.43864,49107.37,49103.81,49097.81005,49107.05,49109.97549,49108.65,49113.53405,49108.84519,49108.84519,48775.35,48814.68864,48814.68864,48808.74658,48808.74658,48809.86,48800.06,48809.35143,48810.02,48810.74,48812.8175,831.3436583643935,948.8628547328753,
49067.83158,49107.37,49103.81,49097.81005,49107.05,49109.97549,49108.65,49113.53405,49108.84519,49108.84519,49106.28416,48775.68,48814.68864,48808.74658,48808.74658,48809.86,48800.06,48809.35143,48810.02,48810.74,48812.8175,48812.8175,881.8851856069614,700.9670821067101,
49071.46,49103.81,49097.81005,49107.05,49109.97549,49108.65,49113.53405,49108.84519,49108.84519,49106.28416,49106.28416,48784.93135,48808.74658,48808.74658,48809.86,48800.06,48809.35143,48810.02,48810.74,48812.8175,48812.8175,48806.8,814.3001153787667,686.0196139565993,
49078.98,49097.81005,49107.05,49109.97549,49108.65,49113.53405,49108.84519,49108.84519,49106.28416,49106.28416,49104.58591,48787.43408,48808.74658,48809.86,48800.06,48809.35143,48810.02,48810.74,48812.8175,48812.8175,48806.8,48807.37,617.8336016149126,725.742963956328,
49077.15,49107.05,49109.97549,49108.65,49113.53405,49108.84519,49108.84519,49106.28416,49106.28416,49104.58591,49099.07,48787.43408,48809.86,48800.06,48809.35143,48810.02,48810.74,48812.8175,48812.8175,48806.8,48807.37,48806.72,664.1893387107527,788.2469645773356,
49076.38,49109.97549,49108.65,49113.53405,49108.84519,49108.84519,49106.28416,49106.28416,49104.58591,49099.07,49097.48,48786.86344,48800.06,48809.35143,48810.02,48810.74,48812.8175,48812.8175,48806.8,48807.37,48806.72,48806.66,246.94624780185447,346.4978106222136,
49077.67,49108.65,49113.53405,49108.84519,49108.84519,49106.28416,49106.28416,49104.58591,49099.07,49097.48,49085.89,48786.86344,48809.35143,48810.02,48810.74,48812.8175,48812.8175,48806.8,48807.37,48806.72,48806.66,48796.57753,665.9472021854555,465.83725782710127,
49087.17,49113.53405,49108.84519,49108.84519,49106.28416,49106.28416,49104.58591,49099.07,49097.48,49085.89,49086.36554,48795.05,48810.02,48810.74,48812.8175,48812.8175,48806.8,48807.37,48806.72,48806.66,48796.57753,48789.35148,455.7588862391024,284.0861264011005,
